0 -3874.697143
1 -8171.802512
2 -8171.802512
3 -8171.802512
4 -8171.802512
5 -8171.802512
6 -9033.675541
7 -9033.675541
8 -9033.675541
9 -9033.675541
10 -9033.675541
11 -9033.675541
12 -9033.675541
13 -9033.675541
14 -9033.675541
15 -9245.778578
16 -9245.778578
17 -9532.741511
18 -9532.741511
19 -9532.741511
20 -9532.741511
21 -9532.741511
22 -9532.741511
23 -9794.751145
24 -9819.704444
25 -9869.611041
26 -9869.611041
27 -9869.611041
28 -9919.517638
29 -9931.994287
30 -9931.994287
31 -9931.994287
32 -9931.994287
33 -9931.994287
34 -9931.994287
35 -9931.994287
36 -9931.994287
37 -9931.994287
38 -9931.994287
39 -9944.470936
40 -9944.470936
41 -9944.470936
42 -9944.470936
43 -9944.470936
44 -9944.470936
45 -9944.470936
46 -9944.470936
47 -9944.470936
48 -9944.470936
49 -9944.470936
50 -9944.470936
51 -9994.377533
52 -10258.995131
53 -10258.995131
54 -10258.995131
55 -10258.995131
56 -10258.995131
57 -10258.995131
58 -10258.995131
59 -10258.995131
60 -10258.995131
61 -10258.995131
62 -10258.995131
63 -10383.761623
64 -10383.761623
65 -10383.761623
66 -10383.761623
67 -10383.761623
68 -10383.761623
69 -10383.761623
70 -10383.761623
71 -10383.761623
72 -10383.761623
73 -10383.761623
74 -10383.761623
75 -10383.761623
76 -10383.761623
77 -10383.761623
78 -10446.144869
79 -10446.144869
80 -10446.144869
81 -10446.144869
82 -10446.144869
83 -10446.144869
84 -10446.144869
85 -10446.144869
86 -10446.144869
87 -10446.144869
88 -10446.144869
89 -10446.144869
90 -10446.144869
91 -10446.144869
92 -10446.144869
93 -10446.144869
94 -10446.144869
95 -10446.144869
96 -10446.144869
97 -10446.144869
98 -10446.144869
