46 0 0 2 12 7 4 14 5 8 13 11 3 15 10 6 9
57 0 0 2 12 7 4 14 5 10 13 11 3 15 8 6 9
50 0 1 2 9 7 4 14 5 10 13 11 3 15 8 6 12
59 0 2 2 9 7 13 14 5 10 4 11 3 15 8 6 12
55 0 3 2 9 7 13 14 5 10 4 11 8 15 3 6 12
58 0 4 2 9 7 13 14 5 10 4 6 8 15 3 11 12
69 0 5 2 9 7 13 14 12 10 4 6 8 15 3 11 5
60 0 6 2 9 7 4 14 12 10 13 6 8 15 3 11 5
60 0 7 2 9 7 4 13 12 10 14 6 8 15 3 11 5
63 0 8 2 9 7 4 13 12 11 14 6 8 15 3 10 5
48 0 9 2 9 7 4 13 12 11 14 6 8 5 3 10 15
52 0 10 2 9 7 4 15 12 11 14 6 8 5 3 10 13
58 0 11 15 9 7 4 2 12 11 14 6 8 5 3 10 13
62 0 12 14 9 7 4 2 12 11 15 6 8 5 3 10 13
64 0 13 14 9 7 4 2 12 11 15 13 8 5 3 10 6
60 0 14 14 9 7 4 2 13 11 15 12 8 5 3 10 6
55 0 15 14 9 3 4 2 13 11 15 12 8 5 7 10 6
63 0 16 14 9 3 4 5 13 11 15 12 8 2 7 10 6
66 0 17 14 9 10 4 5 13 11 15 12 8 2 7 3 6
53 0 18 14 5 10 4 9 13 11 15 12 8 2 7 3 6
55 0 19 14 5 10 4 9 13 11 15 12 2 8 7 3 6
56 0 20 14 5 10 4 9 6 11 15 12 2 8 7 3 13
55 0 21 14 5 10 4 9 6 3 15 12 2 8 7 11 13
56 0 22 2 5 10 4 9 6 3 15 12 14 8 7 11 13
56 0 23 2 5 10 4 11 6 3 15 12 14 8 7 9 13
52 0 24 2 5 10 4 12 6 3 15 11 14 8 7 9 13
61 0 25 2 3 10 4 12 6 5 15 11 14 8 7 9 13
61 0 26 2 3 4 10 12 6 5 15 11 14 8 7 9 13
67 0 27 2 3 4 10 12 6 5 7 11 14 8 15 9 13
63 0 28 2 3 4 10 12 9 5 7 11 14 8 15 6 13
62 0 29 2 3 4 15 12 9 5 7 11 14 8 10 6 13
61 0 30 2 4 3 15 12 9 5 7 11 14 8 10 6 13
61 0 31 2 4 3 15 12 9 5 7 8 14 11 10 6 13
58 0 32 10 4 3 15 12 9 5 7 8 14 11 2 6 13
58 0 33 10 4 3 9 12 15 5 7 8 14 11 2 6 13
60 0 34 10 4 15 9 12 3 5 7 8 14 11 2 6 13
51 0 35 9 4 15 10 12 3 5 7 8 14 11 2 6 13
41 0 36 9 4 15 10 12 3 5 7 8 11 14 2 6 13
57 0 37 9 4 6 10 12 3 5 7 8 11 14 2 15 13
64 0 38 8 4 6 10 12 3 5 7 9 11 14 2 15 13
58 0 39 8 4 6 10 12 3 5 7 13 11 14 2 15 9
67 0 40 8 4 6 10 12 3 7 5 13 11 14 2 15 9
62 0 41 15 4 6 10 12 3 7 5 13 11 14 2 8 9
62 0 42 15 4 6 9 12 3 7 5 13 11 14 2 8 10
49 0 43 15 4 6 9 13 3 7 5 12 11 14 2 8 10
60 0 44 2 4 6 9 13 3 7 5 12 11 14 15 8 10
60 0 45 2 4 6 12 13 3 7 5 9 11 14 15 8 10
63 0 46 2 4 6 12 13 3 7 5 9 8 14 15 11 10
58 0 47 2 4 6 11 13 3 7 5 9 8 14 15 12 10
77 0 48 2 4 6 11 12 3 7 5 9 8 14 15 13 10
79 0 49 2 11 6 4 12 3 7 5 9 8 14 15 13 10
89 0 50 5 11 6 4 12 3 7 2 9 8 14 15 13 10
79 0 51 5 11 6 4 12 13 7 2 9 8 14 15 3 10
63 0 52 5 11 6 4 12 10 7 2 9 8 14 15 3 13
61 0 53 13 11 6 4 12 10 7 2 9 8 14 15 3 5
63 0 54 5 11 6 4 12 10 7 2 9 8 14 15 3 13
82 0 55 5 11 6 4 12 3 7 2 9 8 14 15 10 13
79 0 56 5 11 6 4 12 3 7 2 9 8 13 15 10 14
72 0 57 5 11 6 4 12 3 7 9 2 8 13 15 10 14
71 0 58 11 5 6 4 12 3 7 9 2 8 13 15 10 14
72 0 59 5 11 6 4 12 3 7 9 2 8 13 15 10 14
58 0 60 5 11 6 4 12 10 7 9 2 8 13 15 3 14
59 0 61 5 11 6 4 12 10 15 9 2 8 13 7 3 14
66 0 62 5 11 6 4 12 13 15 9 2 8 10 7 3 14
56 0 63 5 11 13 4 12 6 15 9 2 8 10 7 3 14
59 0 64 5 4 13 11 12 6 15 9 2 8 10 7 3 14
64 0 65 5 4 13 11 2 6 15 9 12 8 10 7 3 14
65 0 66 5 4 13 11 2 14 15 9 12 8 10 7 3 6
73 0 67 5 4 13 11 2 14 15 9 12 7 10 8 3 6
71 0 68 5 4 13 8 2 14 15 9 12 7 10 11 3 6
68 0 69 5 4 13 8 12 14 15 9 2 7 10 11 3 6
76 0 70 5 4 13 8 15 14 12 9 2 7 10 11 3 6
68 0 71 7 4 13 8 15 14 12 9 2 5 10 11 3 6
