0 -4036.893583
1 -7947.970225
2 -7947.970225
3 -7947.970225
4 -8671.852713
5 -8671.852713
6 -8671.852713
7 -8671.852713
8 -8671.852713
9 -8671.852713
10 -8671.852713
11 -9682.461302
12 -9682.461302
13 -9807.227794
14 -9807.227794
15 -10044.284130
16 -10044.284130
17 -10044.284130
18 -10044.284130
19 -10044.284130
20 -10044.284130
21 -10044.284130
22 -10069.237429
23 -10446.144869
24 -10446.144869
25 -10446.144869
26 -10446.144869
27 -10446.144869
28 -10446.144869
29 -10446.144869
30 -10446.144869
31 -10446.144869
32 -10446.144869
33 -10446.144869
34 -10446.144869
35 -10446.144869
36 -10446.144869
37 -10446.144869
38 -10446.144869
39 -10446.144869
40 -10446.144869
41 -10446.144869
42 -10446.144869
43 -10446.144869
44 -10446.144869
45 -10446.144869
46 -10446.144869
47 -10446.144869
48 -10446.144869
49 -10446.144869
50 -10446.144869
51 -10446.144869
52 -10446.144869
53 -10446.144869
54 -10446.144869
55 -10446.144869
56 -10446.144869
57 -10446.144869
58 -10446.144869
59 -10446.144869
60 -10446.144869
61 -10446.144869
62 -10446.144869
63 -10446.144869
64 -10446.144869
65 -10446.144869
66 -10446.144869
67 -10446.144869
68 -10446.144869
69 -10446.144869
70 -10446.144869
71 -10446.144869
72 -10446.144869
73 -10446.144869
