0 1200.216610
1 187.256495
2 168.813239
3 117.775770
4 117.775770
5 117.775770
6 117.775770
7 117.775770
8 101.952138
9 101.952138
10 101.952138
11 101.952138
12 101.952138
13 101.952138
14 101.952138
15 101.952138
16 101.952138
17 101.952138
18 101.952138
19 101.952138
20 101.952138
21 101.952138
22 101.952138
23 101.952138
24 101.952138
25 101.952138
26 101.952138
27 101.952138
28 101.952138
29 101.952138
30 101.952138
31 101.952138
32 101.952138
33 101.952138
34 101.952138
35 101.952138
36 86.539562
37 86.539562
38 86.539562
39 86.539562
40 86.539562
41 86.539562
42 86.539562
43 86.539562
44 86.539562
45 86.539562
46 86.539562
47 82.729270
48 82.729270
49 82.729270
50 82.729270
51 82.729270
52 82.729270
53 82.729270
54 82.729270
55 82.729270
56 82.729270
57 82.729270
58 82.729270
59 82.729270
60 82.729270
61 82.729270
62 82.729270
63 82.729270
64 82.729270
65 82.729270
66 82.729270
67 82.729270
68 82.729270
69 82.729270
70 82.729270
71 82.729270
72 82.729270
73 82.729270
74 82.729270
75 82.729270
76 82.729270
77 82.729270
