53 0 0 15 10 12 3 6 13 11 4 2 14 8 7 9 5
57 0 0 15 10 12 3 6 13 11 2 4 14 8 7 9 5
58 0 1 5 10 12 3 6 13 11 2 4 14 8 7 9 15
60 0 2 15 8 12 3 6 13 11 2 4 14 10 7 9 5
59 0 3 15 8 12 3 6 13 11 7 4 14 10 2 9 5
67 0 4 15 8 12 3 6 13 2 7 4 14 10 11 9 5
67 0 5 15 8 12 3 6 10 2 7 4 14 13 11 9 5
68 0 6 15 8 12 3 6 10 2 7 4 14 13 9 11 5
67 0 7 15 8 12 3 2 10 6 7 4 14 13 9 11 5
75 0 8 15 8 12 3 2 10 6 5 4 14 13 9 11 7
71 0 9 11 8 12 3 2 10 6 5 4 14 13 9 15 7
61 0 10 11 8 12 3 2 10 6 5 14 4 13 9 15 7
76 0 11 11 8 12 3 2 10 6 5 9 4 13 14 15 7
78 0 12 11 10 12 3 2 8 6 5 9 4 13 14 15 7
84 0 13 11 2 12 3 10 8 6 5 9 4 13 14 15 7
79 0 14 11 2 12 3 10 8 7 5 9 4 13 14 15 6
78 0 15 11 2 12 3 10 8 14 5 9 4 13 7 15 6
71 0 16 10 2 12 3 11 8 14 5 9 4 13 7 15 6
63 0 17 10 2 12 3 11 8 14 5 9 6 13 7 15 4
69 0 18 10 2 12 3 11 6 14 5 9 8 13 7 15 4
67 0 19 10 4 12 3 11 6 14 5 9 8 13 7 15 2
62 0 20 10 4 12 3 11 7 14 5 9 8 13 6 15 2
65 0 21 10 4 12 14 11 7 3 5 9 8 13 6 15 2
62 0 22 10 4 12 14 3 7 11 5 9 8 13 6 15 2
61 0 23 10 4 12 3 14 7 11 5 9 8 13 6 15 2
53 0 24 10 4 2 3 14 7 11 5 9 8 13 6 15 12
54 0 25 7 4 2 3 14 10 11 5 9 8 13 6 15 12
51 0 26 7 4 2 3 14 10 11 5 12 8 13 6 15 9
52 0 27 7 4 2 3 11 10 14 5 12 8 13 6 15 9
61 0 28 7 4 2 3 11 10 8 5 12 14 13 6 15 9
75 0 29 5 4 2 3 11 10 8 7 12 14 13 6 15 9
66 0 30 5 4 2 3 11 13 8 7 12 14 10 6 15 9
63 0 31 5 4 2 3 6 13 8 7 12 14 10 11 15 9
68 0 32 5 4 2 3 6 10 8 7 12 14 13 11 15 9
67 0 33 4 5 2 3 6 10 8 7 12 14 13 11 15 9
62 0 34 4 5 2 3 6 13 8 7 12 14 10 11 15 9
60 0 35 4 5 2 3 6 7 8 13 12 14 10 11 15 9
61 0 36 4 8 2 3 6 7 5 13 12 14 10 11 15 9
62 0 37 4 8 2 6 3 7 5 13 12 14 10 11 15 9
54 0 38 4 8 2 6 13 7 5 3 12 14 10 11 15 9
57 0 39 4 8 2 6 13 7 3 5 12 14 10 11 15 9
57 0 40 4 8 2 6 15 7 3 5 12 14 10 11 13 9
58 0 41 4 8 2 6 15 7 12 5 3 14 10 11 13 9
57 0 42 4 8 2 12 15 7 6 5 3 14 10 11 13 9
45 0 43 4 6 2 12 15 7 8 5 3 14 10 11 13 9
47 0 44 4 6 2 12 15 7 8 5 3 10 14 11 13 9
56 0 45 4 6 2 12 15 7 8 5 3 13 14 11 10 9
57 0 46 4 6 2 12 15 7 8 5 13 3 14 11 10 9
56 0 47 4 6 2 14 15 7 8 5 13 3 12 11 10 9
59 0 48 14 6 2 4 15 7 8 5 13 3 12 11 10 9
59 0 49 14 6 2 4 15 13 8 5 7 3 12 11 10 9
59 0 50 14 6 2 4 15 7 8 5 13 3 12 11 10 9
60 0 51 14 6 2 4 15 10 8 5 13 3 12 11 7 9
50 0 52 14 6 2 4 15 11 8 5 13 3 12 10 7 9
58 0 53 14 6 2 4 15 11 10 5 13 3 12 8 7 9
66 0 54 14 6 2 4 15 8 10 5 13 3 12 11 7 9
76 0 55 14 6 5 4 15 8 10 2 13 3 12 11 7 9
80 0 56 14 6 5 2 15 8 10 4 13 3 12 11 7 9
74 0 57 14 6 5 2 3 8 10 4 13 15 12 11 7 9
75 0 58 14 6 5 2 3 8 10 13 4 15 12 11 7 9
75 0 59 14 6 5 15 3 8 10 13 4 2 12 11 7 9
65 0 60 14 7 5 15 3 8 10 13 4 2 12 11 6 9
64 0 61 14 7 5 15 3 11 10 13 4 2 12 8 6 9
55 0 62 14 7 5 11 3 15 10 13 4 2 12 8 6 9
56 0 63 14 7 5 11 3 15 8 13 4 2 12 10 6 9
51 0 64 14 7 5 11 15 3 8 13 4 2 12 10 6 9
52 0 65 14 7 5 10 15 3 8 13 4 2 12 11 6 9
52 0 66 4 7 5 10 15 3 8 13 14 2 12 11 6 9
