0 -2459.024618
1 -5113.956480
2 -5113.956480
3 -5113.956480
4 -5113.956480
5 -5113.956480
6 -5113.956480
7 -5113.956480
8 -5113.956480
9 -5113.956480
10 -5113.956480
11 -5693.024593
12 -5693.024593
13 -5693.024593
14 -5693.024593
15 -5693.024593
16 -5693.024593
17 -5693.024593
18 -5693.024593
19 -5693.024593
20 -5693.024593
21 -5693.024593
22 -5693.024593
23 -5693.024593
24 -5693.024593
25 -6594.137982
26 -6594.137982
27 -6594.137982
28 -6594.137982
29 -6594.137982
30 -6594.137982
31 -6594.137982
32 -6594.137982
33 -6594.137982
34 -6594.137982
35 -6594.137982
36 -6619.091280
37 -6644.044579
38 -6644.044579
39 -6644.044579
40 -6644.044579
41 -6644.044579
42 -6644.044579
43 -6644.044579
44 -6644.044579
45 -6644.044579
46 -6644.044579
47 -6644.044579
48 -6644.044579
49 -6668.997877
50 -6668.997877
51 -6668.997877
52 -7620.580753
53 -7620.580753
54 -7620.580753
55 -7620.580753
56 -7620.580753
57 -7620.580753
58 -7620.580753
59 -7620.580753
60 -7620.580753
61 -7620.580753
62 -7620.580753
63 -7620.580753
64 -7620.580753
65 -7620.580753
66 -8159.325863
67 -8159.325863
68 -8159.325863
69 -8159.325863
70 -8159.325863
71 -8159.325863
72 -8159.325863
73 -8159.325863
74 -8159.325863
75 -8159.325863
76 -8159.325863
77 -8159.325863
78 -8159.325863
79 -8159.325863
80 -8159.325863
81 -8159.325863
82 -8159.325863
83 -8159.325863
84 -8159.325863
85 -8159.325863
86 -8159.325863
87 -8159.325863
88 -8159.325863
89 -8159.325863
90 -8159.325863
91 -8159.325863
92 -8159.325863
93 -8159.325863
94 -8159.325863
95 -8159.325863
96 -8159.325863
97 -8159.325863
98 -8159.325863
99 -8159.325863
100 -8159.325863
101 -8159.325863
102 -8159.325863
103 -8159.325863
104 -8159.325863
105 -8159.325863
106 -8159.325863
107 -8159.325863
108 -8159.325863
109 -8159.325863
110 -8159.325863
111 -8159.325863
112 -8159.325863
113 -8159.325863
114 -8159.325863
115 -8159.325863
116 -8159.325863
