41 0 0 7 10 5 12 8 13 4 11 9 14 3 15 6 2
44 0 0 7 10 5 12 8 13 4 11 9 14 3 2 6 15
53 0 1 7 6 5 12 8 13 4 11 9 14 3 2 10 15
64 0 2 7 6 5 12 8 13 4 11 9 14 15 2 10 3
57 0 3 7 8 5 12 6 13 4 11 9 14 15 2 10 3
47 0 4 7 8 5 3 6 13 4 11 9 14 15 2 10 12
50 0 5 7 8 15 3 6 13 4 11 9 14 5 2 10 12
53 0 6 7 8 4 3 6 13 15 11 9 14 5 2 10 12
66 0 7 7 8 4 3 6 5 15 11 9 14 13 2 10 12
63 0 8 7 8 4 3 5 6 15 11 9 14 13 2 10 12
48 0 9 7 8 4 3 5 14 15 11 9 6 13 2 10 12
51 0 10 7 9 4 3 5 14 15 11 8 6 13 2 10 12
59 0 11 7 11 4 3 5 14 15 9 8 6 13 2 10 12
57 0 12 7 11 4 3 5 14 15 9 12 6 13 2 10 8
63 0 13 7 11 4 3 5 14 15 9 12 2 13 6 10 8
55 0 14 3 11 4 7 5 14 15 9 12 2 13 6 10 8
56 0 15 3 11 4 7 5 14 15 9 12 2 13 6 8 10
66 0 16 3 11 4 2 5 14 15 9 12 7 13 6 8 10
65 0 17 3 11 4 2 5 14 10 9 12 7 13 6 8 15
69 0 18 9 11 4 2 5 14 10 3 12 7 13 6 8 15
67 0 19 9 11 4 2 5 14 10 3 7 12 13 6 8 15
67 0 20 2 11 4 9 5 14 10 3 7 12 13 6 8 15
82 0 21 2 11 4 9 13 14 10 3 7 12 5 6 8 15
62 0 22 2 11 4 9 13 12 10 3 7 14 5 6 8 15
59 0 23 5 11 4 9 13 12 10 3 7 14 2 6 8 15
58 0 24 5 11 4 7 13 12 10 3 9 14 2 6 8 15
47 0 25 5 11 4 7 15 12 10 3 9 14 2 6 8 13
44 0 26 5 11 15 7 4 12 10 3 9 14 2 6 8 13
54 0 27 5 11 15 10 4 12 7 3 9 14 2 6 8 13
62 0 28 5 11 15 13 4 12 7 3 9 14 2 6 8 10
58 0 29 5 11 7 13 4 12 15 3 9 14 2 6 8 10
62 0 30 5 11 7 13 4 12 15 3 6 14 2 9 8 10
61 0 31 5 3 7 13 4 12 15 11 6 14 2 9 8 10
66 0 32 5 3 14 13 4 12 15 11 6 7 2 9 8 10
57 0 33 5 3 14 13 4 12 15 11 8 7 2 9 6 10
50 0 34 5 14 3 13 4 12 15 11 8 7 2 9 6 10
51 0 35 5 14 3 13 4 7 15 11 8 12 2 9 6 10
68 0 36 5 14 3 13 4 7 15 9 8 12 2 11 6 10
65 0 37 5 14 3 13 4 9 15 7 8 12 2 11 6 10
75 0 38 5 14 13 3 4 9 15 7 8 12 2 11 6 10
67 0 39 5 14 13 3 10 9 15 7 8 12 2 11 6 4
70 0 40 5 7 13 3 10 9 15 14 8 12 2 11 6 4
67 0 41 7 5 13 3 10 9 15 14 8 12 2 11 6 4
69 0 42 7 5 13 3 10 12 15 14 8 9 2 11 6 4
69 0 43 7 5 13 3 10 12 11 14 8 9 2 15 6 4
67 0 44 7 5 13 3 10 12 11 14 8 15 2 9 6 4
73 0 45 7 12 13 3 10 5 11 14 8 15 2 9 6 4
76 0 46 7 12 10 3 13 5 11 14 8 15 2 9 6 4
62 0 47 7 15 10 3 13 5 11 14 8 12 2 9 6 4
60 0 48 7 15 10 3 5 13 11 14 8 12 2 9 6 4
60 0 49 13 15 10 3 5 7 11 14 8 12 2 9 6 4
71 0 50 13 15 10 3 5 2 11 14 8 12 7 9 6 4
84 0 51 13 15 10 3 4 2 11 14 8 12 7 9 6 5
82 0 52 10 15 13 3 4 2 11 14 8 12 7 9 6 5
78 0 53 10 15 13 3 4 9 11 14 8 12 7 2 6 5
69 0 54 10 5 13 3 4 9 11 14 8 12 7 2 6 15
